,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type
33250,PG39976,Jacques le fataliste et son maître,"Diderot, Denis",1713.0,1784.0,['fr'],110,"{'Valets -- Fiction', 'Fate and fatalism -- Fiction', 'French fiction -- 18th century', 'Storytelling -- Fiction', 'Free will and determinism -- Fiction'}",
33263,PG39988,Storia comparata degli usi nuziali in Italia e presso gli altri popoli indo-europei: Seconda edizione riveduta e ampliata dall'autore,"De Gubernatis, Angelo",1840.0,1913.0,['it'],18,"{'Marriage customs and rites', 'Marriage -- History'}",
33266,PG39990,Años de juventud del doctor Angélico,"Palacio Valdés, Armando",1853.0,1938.0,['es'],9,{'Spanish fiction'},
33268,PG39992,Poesias,"Passos, A. A. Soares de (Antonio Augusto Soares)",1826.0,1860.0,['pt'],12,{'Portuguese poetry -- 19th century'},
33287,PG40007,"Säkeniä, Kokous runoelmia","Ahlqvist, August",1826.0,1889.0,['fi'],1,{'Finnish poetry'},
33292,PG40011,"L'Illustration, No. 0044, 30 Décembre 1843",Various,,,['fr'],7,{'Illustrated periodicals -- France'},
33293,PG40012,"Ein Buch, das gern ein Volksbuch werden möchte","Ebner-Eschenbach, Marie von",1830.0,1916.0,['de'],21,{'German fiction -- 20th century'},
33307,PG40025,"Recherches nouvelles sur l'histoire ancienne, tome I","Volney, C.-F. (Constantin-François)",1757.0,1820.0,['fr'],33,"{'Bible -- History of Biblical events', 'Middle East -- History -- To 622', 'History, Ancient'}",
33322,PG40039,A magyar nép művészete (1. kötet): A kalotaszegi magyar nép művészete,"Malonyay, Dezső",1866.0,1916.0,['hu'],43,{'Folk art -- Hungary'},
33333,PG40049,"Histoire Anecdotique de l'Ancien Théâtre en France, Tome Second: Théâtre-Français, Opéra, Opéra-Comique, Théâtre-Italien, Vaudeville, Théâtres forains, etc...","Du Casse, Albert",1813.0,1893.0,['fr'],19,{'Theater -- France -- History'},
33337,PG40052,Les guêpes ­— séries 1 & 2,"Karr, Alphonse",1808.0,1890.0,['fr'],35,{'French essays'},
33347,PG40061,Κύρου Ανάβασις Τόμος 2,Xenophon,-431.0,-355.0,['el'],24,"{'Cyrus, the Younger, approximately 423 B.C.-401 B.C.', 'Greece -- History -- Expedition of Cyrus, 401 B.C.', 'Iran -- History -- To 640'}",
33352,PG40066,"Páginas sevillanas: Sucesos Históricos, Personajes Célebres, Monumentos Notables, Tradiciones Populares, Cuentos Viejos, Leyendas y Curiosidades.","Chaves Rey, Manuel",1870.0,1914.0,['es'],25,"{'Seville (Spain) -- Social life and customs', 'Seville (Spain) -- History'}",
33357,PG40070,Kuningas Henrik Kuudes I,"Shakespeare, William",1564.0,1616.0,['fi'],5,"{'Great Britain -- Kings and rulers -- Drama', 'Henry VI, King of England, 1421-1471 -- Drama', 'Great Britain -- History -- Henry VI, 1422-1461 -- Drama'}",
33373,PG40085,Le Bilan du Divorce,"Le Roux, Hugues",1860.0,1925.0,['fr'],10,{'Divorce'},
33374,PG40086,"Molière - Œuvres complètes, Tome 1",Molière,1622.0,1673.0,['fr'],102,"{'French drama -- 17th century', 'Molière, 1622-1673'}",
33376,PG40088,Grimm testvérek összegyüjtött meséi,"Grimm, Wilhelm",1786.0,1859.0,['hu'],36,{'Fairy tales -- Germany -- Translations into Hungarian'},
33382,PG40093,Memoria sobre a cultura da Urumbeba e sobre criação da Cochonilha,"Berthollet, Claude-Louis",1748.0,1822.0,['pt'],4,"{'Cactus', 'Nopalea cochinellifera'}",
33383,PG40094,Renlighet och frisk luft,"Öhrvall, Hjalmar",1851.0,1929.0,['sv'],7,"{'Hygiene', 'Health'}",
33384,PG40095,Des jésuites,"Quinet, Edgar",1803.0,1874.0,['fr'],19,{'Jesuits'},
33387,PG40098,Τα ανέκδοτα του Βασιλέως Γεωργίου Α,,,,['el'],16,"{'George I, King of the Hellenes, 1845-1913'}",
33398,PG40107,"L'Illustration, No. 0045, 6 Janvier 1844",Various,,,['fr'],20,{'Illustrated periodicals -- France'},
33407,PG40115,Kuningas Henrik Kuudes II,"Shakespeare, William",1564.0,1616.0,['fi'],3,"{'Great Britain -- Kings and rulers -- Drama', 'Henry VI, King of England, 1421-1471 -- Drama', 'Great Britain -- History -- Henry VI, 1422-1461 -- Drama'}",
33409,PG40117,Das Marien-Leben,"Rilke, Rainer Maria",1875.0,1926.0,['de'],46,"{'Mary, Blessed Virgin, Saint -- Poetry'}",
33416,PG40123,"Οι ευτράπελες ιστορίες του, Νασρ-εν-ντιν Χότζα",,,,['el'],28,{'Nasreddin Hoca (Legendary character) -- Humor'},
33432,PG40138,"Der Hirtenknabe Nikolas; oder, Der deutsche Kinderkreuzzug im Jahre 1212","Schefer, Leopold",1784.0,1862.0,['de'],12,"{""Children's Crusade, 1212""}",
33433,PG40139,Σύντομος αφήγησις του βίου του Ιωάννου Καποδιστρίου,"Vrokines, Laurentios S.",1847.0,1910.0,['el'],14,"{'Kapodistrias, Iōannēs Antōniou, 1776-1831'}",
33434,PG4013,Das Buch Henoch,,,,['de'],202,{'Apocryphal books (Old Testament) -- Commentaries'},
33446,PG40150,Η Ευρώπη κατά τον 19ον αιώνα,"Karolides, Paulos",1849.0,1930.0,['el'],18,"{'Europe -- History -- 1789-1900', 'History, Modern -- 19th century'}",
33462,PG40165,Die Versuchung: Ein Gespräch des Dichters mit dem Erzengel und Luzifer,"Werfel, Franz",1890.0,1945.0,['de'],16,{'German drama -- 20th century'},
33466,PG40169,De Drie Musketiers dl. I en II,"Dumas, Alexandre",1802.0,1870.0,['nl'],47,"{'France -- History -- Louis XIII, 1610-1643 -- Fiction', 'Historical fiction', 'Swordsmen -- Fiction', 'Adventure and adventurers -- Fiction', 'French fiction -- Translations into Dutch'}",
33470,PG40172,"Le Rhin, Tome III","Hugo, Victor",1802.0,1885.0,['fr'],17,"{'Hugo, Victor, 1802-1885 -- Travel -- Rhine River Valley', 'France -- Description and travel', 'Rhine River Valley -- Description and travel', 'Hugo, Victor, 1802-1885 -- Travel -- France'}",
33472,PG40174,Kuningas Henrik Kuudes III,"Shakespeare, William",1564.0,1616.0,['fi'],1,"{'Great Britain -- Kings and rulers -- Drama', 'Henry VI, King of England, 1421-1471 -- Drama', 'Great Britain -- History -- Henry VI, 1422-1461 -- Drama'}",
33481,PG40182,Oriente,"Blasco Ibáñez, Vicente",1867.0,1928.0,['es'],26,"{'Blasco Ibáñez, Vicente, 1867-1928 -- Travel -- Europe', 'Europe -- Description and travel', 'Istanbul (Turkey) -- Description and travel'}",
33484,PG40185,Das unendliche Gespräch: Eine nächtliche Szene,"Hasenclever, Walter",1890.0,1940.0,['de'],9,{'German poetry -- 20th century'},
33488,PG40189,Histoire de France 1689-1715 (Volume 16/19),"Michelet, Jules",1798.0,1874.0,['fr'],16,{'France -- History'},
33493,PG40193,Histoire de la Monarchie de Juillet (Volume 1 / 7),"Thureau-Dangin, Paul",1837.0,1913.0,['fr'],9,"{'France -- History -- Louis Philippe, 1830-1848'}",
33494,PG40194,"La Vie de Madame Élisabeth, soeur de Louis XVI, Volume 1","Beauchesne, A. de (Alcide)",1804.0,1873.0,['fr'],32,"{'Elisabeth, Princess of France, 1764-1794'}",
33495,PG40195,Cours familier de Littérature - Volume 13,"Lamartine, Alphonse de",1790.0,1869.0,['fr'],7,"{'Literature -- History and criticism', 'French literature -- History and criticism', 'France -- Politics and government -- 1789-1900'}",
33516,PG40213,Oeuvres mathématiques d'Évariste Galois,"Galois, Évariste",1811.0,1832.0,['fr'],77,{'Mathematics'},
33520,PG40217,Der Abend: Ein kleines Gespräch,"Hardekopf, Ferdinand",1876.0,1954.0,['de'],12,{'German drama -- 20th century'},
33521,PG40218,Die letzte Freude,"Ball-Hennings, Emmy",1885.0,1948.0,['de'],28,{'German fiction -- 20th century'},
33525,PG40221,Gedichte,"Trakl, Georg",1887.0,1914.0,['de'],23,{'Austrian poetry -- 20th century'},
33526,PG40222,Klagen eines Knaben,"Ehrenstein, Carl",1892.0,1971.0,['de'],7,"{'Austrian literature', 'Short stories'}",
33532,PG40228,Italië in de Middeleeuwen: Gedurende duizend jaar (305-1313),"Cotterill, H. B. (Henry Bernard)",1846.0,1924.0,['nl'],42,"{'Italy -- History -- 476-1492', 'Italy -- History -- To 476'}",
33535,PG40230,Der Waldbrand,"Schefer, Leopold",1784.0,1862.0,['de'],10,{'Canada -- Fiction'},
33536,PG40231,Die Gebete der Demut,"Jammes, Francis",1868.0,1938.0,['de'],8,"{'Religious poetry, French -- Translations into German'}",
33544,PG40239,"Le Rhin, Tome IV","Hugo, Victor",1802.0,1885.0,['fr'],10,"{'Hugo, Victor, 1802-1885 -- Travel -- Rhine River Valley', 'Rhine River Valley -- Description and travel', 'France -- Description and travel', 'Hugo, Victor, 1802-1885 -- Travel -- France'}",
33553,PG40247,Expédition nocturne autour de ma chambre,"Maistre, Xavier de",1763.0,1852.0,['fr'],21,{'French literature'},
33554,PG40248,Voyage autour de ma chambre,"Maistre, Xavier de",1763.0,1852.0,['fr'],49,{'French literature'},
33565,PG40258,Uusi aika: Romaani,"Alkio, Santeri",1862.0,1930.0,['fi'],5,{'Fiction'},
33569,PG40261,"Zwei offene Briefe an Dr. J. Spaeth, Professor der Geburtshilfe an der k. k. Josefs-Akademie in Wien, und an Hofrath Dr. F. W. Scanzoni, Professor der Geburtshilfe zu Würzburg","Semmelweis, Ignác Fülöp",1818.0,1865.0,['de'],10,"{'Antiseptics in obstetrics', 'Puerperal septicemia'}",
33581,PG40272,"L'élite: écrivains, orateurs sacrés, peintres, sculpteurs","Rodenbach, Georges",1855.0,1898.0,['fr'],29,"{'Authors, French -- 19th century', 'Artists -- France', 'French literature -- 19th century -- History and criticism'}",
33588,PG40279,Les Explorateurs du Centre de l'Afrique,"Durand, l'Abbé (Durand, Édouard-Joseph)",1832.0,1881.0,['fr'],8,"{'Africa, Central -- Discovery and exploration'}",
33602,PG40291,Absalons Brønd,"Bauditz, Sophus",1850.0,1915.0,['da'],10,{'Danish fiction'},
33605,PG40294,Der Mord an der Jungfrau,"Barrès, Maurice",1862.0,1923.0,['de'],15,"{'Short stories', 'French fiction -- Translations into German'}",
33607,PG40296,Ο Σάνσελλορ,"Verne, Jules",1828.0,1905.0,['el'],17,"{'Sea stories', 'Cargo ships -- Fiction', 'Ship captains -- Fiction', 'Shipwreck victims -- Fiction', 'Shipwrecks -- Fiction'}",
33609,PG40298,Junge Pferde! Junge Pferde!,"Boldt, Paul",1885.0,1921.0,['de'],9,{'German poetry -- 20th century'},
33610,PG40299,Memorie di un vecchio carbonaro ravegnano,"Uccellini, Primo",1804.0,1882.0,['it'],32,"{'Uccellini, Primo, 1804-1882', 'Ravenna (Italy) -- Politics and government -- 19th century', 'Revolutionaries -- Italy -- History -- 19th century', 'Ravenna (Italy) -- Biography', 'Carbonari'}",
33617,PG40304,Die Spur,"Viertel, Berthold",1885.0,1953.0,['de'],4,{'Austrian poetry -- 20th century'},
33621,PG40308,"L'Illustration, No. 0046, 13 Janvier 1844.",Various,,,['fr'],11,{'Illustrated periodicals -- France'},
33624,PG40310,"Et forfærdeligt Hus-Kors: Eller en sandfærdig Beretning om en gruelig Fristelse, som tvende fromme Ægte-Folk i Kiøge for nogen rum Tid siden har været plagede med","Brunsmand, Johan",1637.0,1707.0,['da'],8,{'Trials (Witchcraft) -- Denmark'},
33627,PG40313,Die Brücke,"Holland, Alfred",,,['de'],16,{'German literature -- 20th century'},
33628,PG40314,Yester und Li: Die Geschichte einer Sehnsucht,"Kellermann, Bernhard",1879.0,1951.0,['de'],20,"{'German fiction', 'Unrequited love -- Fiction'}",
33631,PG40317,Hymnen,"Brezina, Otokar",1868.0,1929.0,['de'],11,{'Czech poetry -- Translations into German'},
33641,PG40326,"Traduzione di Elia Morpurgo de' Discorsi Ebraici di Tolleranza e Felicità: diretti da Naftalì Herz Weisel, agli Ebrei dimoranti ne' dominj dell'Augustissimo Imperadore Giuseppe II. il Giusto con le note del traduttore","Morpurgo, Elia",,,['it'],10,"{'Joseph II, Holy Roman Emperor, 1741-1790'}",
33642,PG40327,Rübezahl: Deutsche Volksmärchen vom Berggeist und Herrn des Riesengebirges,"Reichhardt, Rudolf",1859.0,1929.0,['de'],36,"{'Folklore -- Germany', 'Rübezahl (Legendary character)'}",
33643,PG40328,Ahasvero nell'Isola del Diavolo: versi: preceduti da uno studio su l'Ebraismo e la rivoluzione francese,"Levi, David",1816.0,1898.0,['it'],15,"{'Poetry', 'Jews -- France'}",
33644,PG40329,Ο Γερμανικός Φιλελληνισμός,"Karolides, Paulos",1849.0,1930.0,['el'],14,"{'Greece -- History -- War of Independence, 1821-1829 -- Participation, German', 'Philhellenism -- Germany'}",
33669,PG40351,Algemeene Geschiedenis in Verhalen: Oudheid,"Solger, H.",,,['nl'],9,"{'History, Ancient'}",
33676,PG40358,Salta,"Dávalos, Juan Carlos",1887.0,1959.0,['es'],25,{'Salta (Argentina)'},
33694,PG40374,"De l'origine et de l'institution du notariat: Précis historique lu à  l'Academie des Sciences, belles-lettres et arts de Clermont-Ferrand","Fabre, Euryale",1809.0,1891.0,['fr'],7,{'Notaries -- History'},
33697,PG40377,Infedele: Commedia in tre atti,"Bracco, Roberto",1861.0,1943.0,['it'],16,{'Italian drama'},
33698,PG40378,Il trionfo: Dramma in quattro atti,"Bracco, Roberto",1861.0,1943.0,['it'],14,{'Italian drama'},
33703,PG40382,Nuoruuden unelmia,"Topelius, Zacharias",1818.0,1898.0,['fi'],0,{'Historical fiction'},
33713,PG40391,Der Dichter in Dollarica,"Wolzogen, Ernst von",1855.0,1934.0,['de'],66,{'United States'},
33714,PG40392,A magyar népköltés gyöngyei: A legszebb népdalok gyüjteménye,"Benedek, Elek",1859.0,1929.0,['hu'],20,"{'Folklore -- Hungary', 'Folk songs, Hungarian'}",
33721,PG40399,"Les Usages du Siècle : lettres, conseils pratiques, le Savoir-vivre",,,,['fr'],17,{'Etiquette -- France'},
33733,PG40409,Os Maias: episodios da vida romantica,"Queirós, Eça de",1845.0,1900.0,['pt'],131,{'Portugal -- Fiction'},
33738,PG40413,Voyages loin de ma chambre t.1,"Dondel Du Faouëdic, Noémie",1834.0,1915.0,['fr'],61,{'Voyages and travels'},
33742,PG40417,"Zeemans-Woordeboek: Behelzende een verklaring der woorden, by scheepvaart en den handel in gebruik en een opgave der algemeene wetsbepalingen daartoe","Lennep, J. van (Jacob)",1802.0,1868.0,['nl'],23,"{'Dutch language -- Dictionaries', 'Naval art and science -- Dictionaries'}",
33746,PG40420,La voz de España contra todos sus enemigos,"Avilés, José María",,,['es'],24,"{'Spanish-American War, 1898', 'Cuban question', 'Spain -- Social conditions'}",
33748,PG40422,Voyages loin de ma chambre t.2,"Dondel Du Faouëdic, Noémie",1834.0,1915.0,['fr'],25,{'Voyages and travels'},
33785,PG40456,L'anarchie,"Reclus, Elisée",1830.0,1905.0,['fr'],27,{'Anarchism'},
33796,PG40466,"A Short Compendium of the Catechism for the Indians: With the Approbation of the Rt. Rev. Frederic Baraga, Bishop of Saut Sainte Marie","Sifferath, Nicholas Louis",1828.0,1898.0,['oji'],17,"{'Ottawa language -- Texts', 'Catholic Church -- Ontario -- Ottawa -- Catechisms'}",
33809,PG40478,Αττικαί ημέραι,"Anninos, Bampes",1852.0,1934.0,['el'],22,"{'Greek literature, Modern'}",
33818,PG40486,Uusi tilanhaltia,"Jókai, Mór",1825.0,1904.0,['fi'],3,"{'Hungarian fiction -- Translations into Finnish', 'Hungary -- History -- 1849-1867 -- Fiction'}",
33821,PG40489,Le Suicide: Etude de Sociologie,"Durkheim, Émile",1858.0,1917.0,['fr'],51,{'Suicide'},
33827,PG40494,A könyv története (1. rész): A magyar könyvnyomtatás és könyvkereskedelem rövid története a legrégibb időktől napjainkig,"Steinhofer, Károly",,,['hu'],13,"{'Printing -- Hungary -- History', 'Publishers and publishing -- Hungary'}",
33829,PG40496,"Histoire amoureuse des Gaules; suivie des Romans historico-satiriques du XVIIe siècle, Tome III","Bussy, Roger de Rabutin, comte de",1618.0,1693.0,['fr'],31,"{'Erotic literature', 'France -- Court and courtiers'}",
33841,PG40506,A könyv története (2. rész): A könyv történeti fejlődése,"Steinhofer, Károly",,,['hu'],6,"{'Printing -- Hungary -- History', 'Publishers and publishing -- Hungary'}",
33848,PG40512,Eeva,"Alkio, Santeri",1862.0,1930.0,['fi'],2,{'Fiction'},
33852,PG40516,La civilisation japonaise: conférences faites à l'école spéciale des langues orientales,"Rosny, Léon de",1837.0,1914.0,['fr'],25,{'Japan -- Civilization'},
33860,PG40523,Die Osternacht. Erste Abtheilung,"Schefer, Leopold",1784.0,1862.0,['de'],8,"{'Germany -- Fiction', 'Floods -- Fiction'}",
33861,PG40524,Die Osternacht. Zweite Abtheilung,"Schefer, Leopold",1784.0,1862.0,['de'],7,"{'Germany -- Fiction', 'Floods -- Fiction'}",
33868,PG40530,Essai d'Introduction à l'Histoire Généalogique,"Poli, Oscar de (Philippe François Joseph)",1838.0,1908.0,['fr'],21,"{'France -- Civilization', 'France -- Genealogy', 'Nobility -- France'}",
33882,PG40543,Die Zelle,"Kahn, Fritz",1888.0,1968.0,['de'],17,{'Cells'},
33883,PG40544,La lucha por la vida: Aurora roja,"Baroja, Pío",1872.0,1956.0,['es'],37,{'Spanish fiction -- 20th century'},
33891,PG40551,La débâcle impériale: Juan Fernandez,"Scheff, Werner",1888.0,1947.0,['fr'],13,{'German fiction -- Translations into French'},
33897,PG40557,Kvinnlighet och erotik I.,"Leffler, Anne Charlotte",1849.0,1892.0,['sv'],27,{'Swedish fiction'},
33902,PG40561,A przemysli repülő: Regény a nagy háborúból,"Matull, Kurt",1872.0,,['hu'],6,"{'World War, 1914-1918 -- Fiction'}",
33905,PG40564,Jeremias: Eine dramatische Dichtung in neun Bildern,"Zweig, Stefan",1881.0,1942.0,['de'],48,{'Jeremiah (Biblical prophet) -- Drama'},
33909,PG40568,Ruhtinas Serebrjani: Kertomus Iivana Julman ajoilta,"Tolstoy, Aleksey Konstantinovich, graf",1817.0,1875.0,['fi'],5,"{'Russian fiction -- Translations into Finnish', 'Russia -- History -- Ivan IV, 1533-1584 -- Fiction'}",
33919,PG40577,A Berzsenyi-leányok tizenkét vőlegénye: Tollrajzok a mai Budapestről,"Ambrus, Zoltán",1861.0,1932.0,['hu'],16,{'Drama'},
33939,PG40595,"Cocina cómica: Recetas de guisos y postres, poesías culinarias, y otros excesos","Pérez Zúñiga, Juan",1860.0,,['es'],23,{'Cooking -- Humor'},
33941,PG40597,Miniature essays: Igor Stravinsky,Anonymous,,,"['fr', 'en']",24,"{'Stravinsky, Igor, 1882-1971'}",
33947,PG40601,Der Fall Otto Weininger: Eine psychiatrische Studie,"Probst, Ferdinand",,,['de'],8,"{'Weininger, Otto, 1880-1903'}",
33973,PG40625,Soliloques sceptiques,"La Mothe Le Vayer, François de",1588.0,1672.0,['fr'],19,{'Skepticism'},
33975,PG40627,Apró regények és esetek,"Szemere, György",1863.0,1930.0,['hu'],8,"{'Short stories, Hungarian', 'Hungarian fiction -- 20th century'}",
33981,PG40632,Keltaruusu: Kertomus Unkarin tasangolta,"Jókai, Mór",1825.0,1904.0,['fi'],1,{'Hungarian fiction -- Translations into Finnish'},
33986,PG40637,"Albrecht Dürer's Kupferstiche, Radirungen, Holzschnitte und Zeichnungen: unter besonderer Berücksichtigung der dazu verwandten Papiere und deren Wasserzeichen","Hausmann, Bernhard",1884.0,1943.0,['de'],53,"{'Dürer, Albrecht, 1471-1528', 'Watermarks', 'Engraving -- Catalogs'}",
34021,PG40669,Esik a hó: Novellák,"Karinthy, Frigyes",1887.0,1938.0,['hu'],10,"{'Short stories, Hungarian', 'Hungarian fiction -- 20th century'}",
34039,PG40685,Timár Virgil fia,"Babits, Mihály",1883.0,1941.0,['hu'],15,{'Hungarian fiction'},
34041,PG40687,కొల్లాయి గట్టితే నేమి?,"Ramamohan Rao, Mahidhara",1909.0,2000.0,['te'],89,{'Fiction'},
34049,PG40694,Philosophes et Écrivains Religieux,"Barbey d'Aurevilly, J. (Jules)",1808.0,1889.0,['fr'],23,"{'Religious literature, French -- History and criticism', 'Philosophy, French'}",
34050,PG40695,"Correspondance Diplomatique de Bertrand de Salignac de La Mothe Fénélon, Tome Quatrième: Ambassadeur de France en Angleterre de 1568 à 1575","Salignac, Bertrand de, seigneur de La Mothe-Fénelon, active 16th century",,,['fr'],13,"{'France -- Foreign relations -- Great Britain', 'France -- History -- Charles IX, 1560-1574 -- Sources', 'Great Britain -- Foreign relations -- France'}",
